300.70837	1033.8903
303.04144	1026.3958
305.37347	746.2121
307.7045	828.61469
310.03452	719.55438
312.36349	797.76636
314.69147	736.37738
317.0184	677.09424
319.34433	669.22437
321.66925	578.08014
323.99313	513.39362
326.31601	405.18332
328.63785	456.68329
330.95871	407.58386
333.27853	177.85939
335.59735	214.44719
337.91516	1.3353447
340.23193	136.06172
342.5477	205.35468
344.86249	91.218925
347.17624	96.742096
349.48895	-1.4461237
351.80069	110.77328
354.11142	195.0954
356.42114	116.36868
358.72983	116.86729
361.03754	199.0882
363.34421	224.83289
365.6499	265.92352
367.95456	275.82468
370.25824	437.82724
372.56091	455.89877
374.86258	377.09769
377.16324	326.31049
379.46289	312.67865
381.76154	457.81326
384.05917	653.98071
386.35583	1306.8314
388.65146	2253.2632
390.94611	2757.8965
393.23978	2493.0093
395.53241	1559.6871
397.82407	1011.3353
400.11472	601.49353
402.40436	317.03482
404.69302	176.48044
406.98068	250.49814
409.26733	154.98816
411.55301	199.44058
413.83768	176.94795
416.12137	184.25919
418.40405	194.87013
420.68576	181.31779
422.96646	204.38417
425.24615	183.2888
427.52487	166.6468
429.80261	141.06447
432.07935	234.61577
434.3551	273.23907
436.62985	158.42828
438.90363	70.04953
441.17642	7.836988
443.44821	59.530678
445.71902	99.403923
447.98886	47.219254
450.25769	26.505741
452.52554	66.444916
454.79242	45.23193
457.05832	114.29337
459.32321	219.59679
461.58713	307.93604
463.85007	348.79041
466.11203	360.92151
468.37302	278.60065
470.633	159.93106
472.89203	114.63447
475.15005	172.17538
477.4071	153.63478
479.66321	107.73326
481.9183	79.338699
484.17242	75.347488
486.42557	86.987991
488.67773	83.240517
490.92896	52.433098
493.17917	69.007828
495.42841	232.5486
497.6767	243.85123
499.92398	87.664444
502.17032	12.737255
504.41568	183.9669
506.66006	185.68037
508.90347	164.90488
511.14594	267.27899
513.38739	239.87076
515.62793	240.25647
517.86743	351.67099
520.10602	291.12717
522.34363	321.8591
524.58026	272.34418
526.81592	310.62518
529.0506	259.09457
531.28436	240.37149
533.51715	262.50253
535.74896	365.81467
537.9798	376.33606
540.20966	298.85568
542.4386	378.69772
544.66656	374.74765
546.89355	207.94278
549.11957	424.73029
551.34467	313.96072
553.56879	383.63382
555.79193	250.61855
558.0141	249.9812
560.23535	213.35071
562.45563	215.72089
564.67493	288.39825
566.89331	164.4082
569.11072	138.10397
571.32721	250.50903
573.54266	89.433426
575.7572	296.62738
577.97083	114.33781
580.18347	96.672813
